gene_a,gene_b,combined_score
BCL2,IL2,758
BCL2,CDK6,712
BCL2,PPP2R5A,964
BCL2,PARP1,917
BCL2,MYC,955
BCL2,CDK4,815
BCL2,BCLAF1,945
BCL2,ACTB,885
BCL2,CTSW,904
BCL2,CASP3,987
BCL2,JAK2,720
BCL2,BAG3,986
BCL2,ITPR3,993
BCL2,TNF,885
BCL2,IL1B,808
BCL2,CD79A,705
BCL2,PPP2R2B,910
BCL2,PRKACB,707
BCL2,CYCS,997
BCL2,STAT3,959
BCL2,PMAIP1,999
BCL2,JUN,927
BCL2,MME,793
BCL2,NR4A1,999
BCL2,NR3C1,767
BCL2,IL6,868
BCL2,BID,998
BCL2,PPIF,961
BCL2,CD5,847
BCL2,CASP8,984
BCL2,CCL3,753
BCL2,TCHP,851
BCL2,CXCL13,725
BCL2,CCND1,958
BCL2,CD8A,831
BCL2,CTSD,949
BCL2,CD38,724
BCL2,FOXO3,730
BCL2,UVRAG,974
BCL2,TNFRSF10A,708
BCL2,IFNG,795
BCL2,CTSB,947
BCL2,PPP2R5C,911
BCL2,FOS,784
BCL2,MMP9,804
BCL2,CTSL,931
BCL2,BRAF,761
BCL2,MAP2K1,749
BCL2,BBC3,999
BCL2,HMOX1,856
BCL2,ERBB2,849
BCL2,CCND2,885
BCL2,MAP3K5,755
BCL2,BNIP2,982
BCL2,IL7R,742
BCL2,KRAS,862
BCL2,LGALS3,915
BCL2,RAD9A,934
BCL2,FASLG,811
BCL2,BIRC3,717
BCL2,G0S2,732
BCL2,CTSC,914
BCL2,HSPA5,738
HPS4,AP3B1,935
HPS4,SNAPIN,788
HPS4,BLOC1S4,776
RGPD2,NUP54,734
HDDC2,NUDT13,792
CRHR1,GNG2,826
CRHR1,HCRT,768
CRHR1,NR3C1,843
CRHR1,GNAS,997
CRHR1,OPRM1,733
LAT2,LAT,918
LAT2,GRAP2,717
PRPS2,NMT2,728
PRPS2,NUDT5,909
PRPS2,TKTL1,956
PRPS2,ADPRM,904
PRPS2,RPIA,957
MX1,MX2,979
MX1,CMPK2,811
MX1,CXCL10,834
MX1,TRIM22,713
MX1,ISG15,994
MX1,XAF1,925
MX1,OAS1,985
MX1,STAT1,942
MX1,IL1B,746
MX1,IFI44L,965
MX1,IRF9,982
MX1,IFITM3,897
MX1,IFIT3,972
MX1,STAT2,939
MX1,JAK1,753
MX1,TNFSF10,704
MX1,IRF1,766
MX1,IFI44,967
MX1,IFITM1,853
MX1,IFNB1,821
MX1,IFI27,959
MX1,ISG20,802
MX1,RSAD2,983
MX1,IFNG,792
MX1,IFIT1,989
TTC3,DHRS2,874
MRPS6,RPL3,970
MRPS6,EIF5B,928
MRPS6,MRPL34,989
MRPS6,MRPL48,857
MRPS6,HMGN2,906
MRPS6,PEBP1,776
MRPS6,MRPL1,995
MRPS6,SOD2,813
MRPS6,METTL17,944
MRPS6,MRPL10,964
MRPS6,EIF5A,883
MRPS6,OXA1L,828
MRPS6,MRTO4,981
MRPS6,MRPL35,857
MRPS6,IMP3,982
MRPS6,MRPS30,964
MRPS6,RPS18,999
MRPS6,NOA1,905
MRPS6,MRPL49,988
MRPS6,PTCD3,985
MRPS6,MRPS16,999
MRPS6,POLR2B,832
MRPS6,POLR2C,978
MRPS6,EIF5A2,882
MRPS6,MRPL18,858
MRPS6,CD74,969
MRPS6,MRPS23,993
MRPS6,MTIF3,914
MRPS6,METAP1,725
MRPS6,MRPL17,999
MAP3K1,TAB1,757
MAP3K1,JUN,872
MAP3K1,CASP3,934
MAP3K1,BIRC3,735
MAP3K1,RAC2,929
MAP3K1,KRAS,953
MAP3K1,MAP2K1,989
MAP3K1,CRKL,910
IFITM3,STAT2,803
IFITM3,IFIT3,923
IFITM3,IFI27,829
IFITM3,IFIT1,866
IFITM3,RSAD2,744
IFITM3,IRF1,713
IFITM3,IFI44,844
IFITM3,IFNB1,752
IFITM3,IFITM1,872
IFITM3,ISG15,911
IFITM3,MX2,700
IFITM3,IFI44L,846
IFITM3,VAPA,846
IFITM3,IRF9,888
IFITM3,XAF1,762
IFITM3,STAT1,826
IFITM3,MX1,897
IFITM3,OAS1,812
ARGLU1,LUC7L3,728
ARGLU1,PNISR,779
ARGLU1,SRSF11,782
ARGLU1,NCBP2,702
SGSM1,RAP2A,752
JAM2,PARD3,959
JAM2,ITGA4,968
MATN3,SLC26A2,907
MATN3,COL9A3,929
SUN1,LMNA,997
SUN1,SYCP3,746
SUN1,LBR,772
SUN1,SYNE2,999
SUN1,STAG3,717
SUN1,LMNB2,852
NCOR2,MYC,818
NCOR2,HDAC6,779
NCOR2,FOXP1,807
NCOR2,ZBTB16,978
NCOR2,FOXK2,704
NCOR2,NR3C1,907
NCOR2,NR4A1,892
NCOR2,ATXN1L,775
NCOR2,TBL1XR1,989
NCOR2,TBL1X,998
NCOR2,SMAD3,709
NCOR2,RORB,716
NCOR2,HDAC4,999
NCOR2,BACH2,851
NCOR2,STAT5B,707
NCOR2,TADA3,810
NCOR2,NCOR1,998
NCOR2,NR4A2,723
NCOR2,ATXN1,979
PAXIP1,ATR,723
PAXIP1,BLM,789
PAXIP1,DPY30,996
PAXIP1,EZH2,758
DTNB,UTRN,860
DTNB,SNTB1,922
CUL4B,CUL2,926
CUL4B,MCTS1,861
CUL4B,CAND1,997
CUL4B,FBXO44,895
CUL4B,DCUN1D1,953
CUL4B,DCAF16,951
CUL4B,DET1,998
CUL4B,DCAF15,978
CUL4B,RBBP7,826
CUL4B,CRBN,999
CUL4B,SUV39H1,902
CUL4B,DCAF12,955
CUL4B,DDB1,999
CUL4B,PHIP,898
MEI1,SYCE1,716
LRRC32,TGFB3,819
APOBEC3A,APOBEC3B,939
APOBEC3A,APOBEC3C,738
APOBEC3A,APOBEC3H,765
GDPD3,GDPD1,907
AKAP12,PRKACB,989
AKAP12,AKAP5,845
AKAP12,ADRB2,983
AKAP12,PDE4D,825
DERL3,DERL1,966
DERL3,MZB1,851
DERL3,HSPA5,863
PRR5,PRR5L,991
KIF2A,EML4,781
KIF2A,TSNAX,813
KIF2A,KIF18A,884
KIF2A,CEP128,791
KIF2A,NDEL1,712
KIF2A,NUDC,809
KIF2A,TUBA1B,934
KIF2A,KIF19,712
KIF2A,CNTRL,779
THAP4,THAP11,907
FANCL,HES1,999
FANCL,FAN1,798
FANCL,DCLRE1A,730
FANCL,ERCC4,842
APOBEC3G,SMARCA2,752
APOBEC3G,HDAC6,918
MAD1L1,TBCD,709
MAD1L1,CETN3,908
MAD1L1,ANAPC5,753
MAD1L1,BUB1,998
MAD1L1,NUDC,841
MAD1L1,ANAPC10,700
MAD1L1,PCID2,968
CLDN5,ESAM,970
CLDN5,MMP9,756
CLDN5,IL6,708
GPSM2,PARD3,816
GPSM2,MYO15A,727
CD14,S100A9,767
CD14,S100A8,746
CD14,FCER1G,718
CD14,TYROBP,817
CD14,HSPD1,762
IL6,CCL3,962
IL6,CCL2,985
IL6,IL2RB,859
IL6,LTA,793
IL6,SOCS3,947
IL6,IL1R2,738
IL6,EPOR,787
IL6,TBX21,829
IL6,TNFAIP6,704
IL6,DUSP1,745
IL6,PDGFRB,894
IL6,CXCL11,735
IL6,MAP3K8,764
IL6,CD5,830
IL6,CCL4,933
IL6,CASP8,739
IL6,CD83,742
IL6,ISG15,751
IL6,CXCL2,966
IL6,CXCL9,815
IL6,EGF,890
IL6,EDN1,765
IL6,LCN2,885
IL6,CYCS,776
IL6,APOE,835
IL6,STAT3,984
IL6,SPP1,748
IL6,CCL22,825
IL6,CXCL10,960
IL6,JUN,989
IL6,THBS1,772
IL6,CXCL5,862
IL6,IL1B,996
IL6,TNF,994
IL6,CD40LG,795
IL6,CLDN5,708
IL6,TLR6,863
IL6,NOS3,718
IL6,JAK2,995
IL6,STAT1,972
IL6,PTX3,806
IL6,CTLA4,815
IL6,CD69,720
IL6,CCL7,755
IL6,AIF1,777
IL6,ACTB,847
IL6,IL11RA,910
IL6,CASP3,881
IL6,BCL2,868
IL6,CXCR3,759
IL6,TNFSF13B,740
IL6,IL2,999
IL6,IRAK4,752
IL6,IL12RB2,943
IL6,MYC,730
IL6,IDO1,791
IL6,CXCL3,810
IL6,CADM1,770
IL6,HSPA5,736
IL6,IL1RN,925
IL6,TNFRSF4,703
IL6,IFIT3,718
IL6,ZC3H12A,825
IL6,CCL20,935
IL6,IL5RA,762
IL6,IL2RA,953
IL6,OSM,963
IL6,SOCS1,748
IL6,IL7R,916
IL6,KRAS,823
IL6,LGALS3,768
IL6,IGFBP3,733
IL6,JAK1,996
IL6,FCGR3B,796
IL6,HMOX1,810
IL6,ERBB2,752
IL6,SNAI1,718
IL6,MAP2K1,821
IL6,RETNLB,821
IL6,IL23A,858
IL6,IDO2,710
IL6,IFNB1,922
IL6,STAT4,861
IL6,CCL3L1,748
IL6,TLR9,895
IL6,TNFSF4,703
IL6,TIMP1,938
IL6,PLAUR,765
IL6,MMP9,959
IL6,CD19,836
IL6,CCL19,840
IL6,CSF2,974
IL6,IFNG,983
IL6,FCGR3A,796
IL6,IGLL5,919
IL6,CXCL1,982
IL6,CCL5,950
IL6,IL27RA,943
IL6,FOS,891
IL6,CXCL13,726
IL6,CCND1,763
IL6,CD8A,930
IL6,CD38,788
IL6,IL11,959
IL6,CCL26,720
IL6,STAT5B,807
APOBEC3H,APOBEC3C,742
APOBEC3H,APOBEC3A,765
APOBEC3H,APOBEC3B,769
SMS,SAT1,783
SMS,SRM,971
SMS,AZIN1,788
MARK2,PARD3,706
MARK2,PRKCI,796
MARK2,UTRN,763
MARK2,FTH1,776
MARK2,STK11,707
MARK2,CLASP2,794
MARK2,ROM1,763
LTBP1,THBS1,967
LTBP1,TGFB3,984
LTBP1,ITGB5,716
NGDN,BYSL,998
NGDN,RPS18,977
NGDN,SURF6,871
NGDN,NOP58,997
NGDN,MRTO4,702
NGDN,MCC,912
NGDN,IMP3,998
NGDN,RPS6,991
NGDN,RPS4X,922
NGDN,PNO1,963
NGDN,CD74,790
NGDN,DDX6,709
NGDN,PWP1,840
NGDN,LYAR,800
NGDN,LTV1,866
NGDN,MPHOSPH10,998
NGDN,NOL10,999
NGDN,TWISTNB,760
NGDN,CEBPZ,856
NGDN,WDR36,999
NGDN,NOM1,985
NGDN,BRIX1,871
NGDN,UTP3,999
NGDN,DDX24,750
NGDN,PNLDC1,705
CEBPD,STAT3,772
CEBPD,JUN,734
CEBPD,SMAD3,820
CEBPD,FOS,772
MCC,MPHOSPH10,826
MCC,NOL10,807
MCC,WDR36,916
MCC,UTP3,869
MCC,BYSL,931
MCC,NGDN,912
MCC,NOP58,878
MCC,IMP3,824
TONSL,MCM6,733
TONSL,ASF1B,929
TONSL,ASF1A,892
CD207,CD1D,907
CD207,LY75,787
ZC3H8,NUFIP1,752
ZC3H8,ELP4,900
ZC3H8,PCF11,707
ZC3H8,WDR61,901
ZC3H8,PEX2,900
ZC3H8,MLLT3,905
ZC3H8,LEO1,903
ZC3H8,ELP2,747
CD8A,CD82,913
CD8A,CD6,799
CD8A,CD1D,891
CD8A,GZMH,895
CD8A,SOCS1,742
CD8A,IL7R,946
CD8A,ERBB2,720
CD8A,ICOS,903
CD8A,GZMK,915
CD8A,LAG3,947
CD8A,KLRG1,861
CD8A,FCGR3B,946
CD8A,TIGIT,861
CD8A,CADM1,748
CD8A,KLF2,732
CD8A,GZMB,963
CD8A,CD3G,989
CD8A,IL2RA,943
CD8A,ZNF683,709
CD8A,FASLG,922
CD8A,TNFRSF4,797
CD8A,NKG7,904
CD8A,CCL5,959
CD8A,GNLY,890
CD8A,NCR1,790
CD8A,TNFRSF18,733
CD8A,CSF2,873
CD8A,IFNG,990
CD8A,CCL19,865
CD8A,FCGR3A,949
CD8A,BATF,740
CD8A,CD247,998
CD8A,STAT5B,794
CD8A,CD38,884
CD8A,TNFRSF10A,700
CD8A,FYN,964
CD8A,CXCL13,788
CD8A,IFNB1,771
CD8A,IDO2,721
CD8A,STAT4,813
CD8A,KLRC1,774
CD8A,LCK,999
CD8A,B2M,998
CD8A,CD244,722
CD8A,CD19,913
CD8A,PRF1,987
CD8A,TLR9,850
CD8A,B3GAT1,856
CD8A,CD2,998
CD8A,CXCL9,848
CD8A,IL6,930
CD8A,SLAMF1,721
CD8A,CD83,726
CD8A,ZAP70,992
CD8A,MTUS1,780
CD8A,LY75,736
CD8A,KLRD1,930
CD8A,STAT3,839
CD8A,CD27,937
CD8A,HLA-DRB1,785
CD8A,EOMES,920
CD8A,CXCL10,887
CD8A,CCL22,768
CD8A,NAALADL1,713
CD8A,TBX21,944
CD8A,CCL2,800
CD8A,CCL3,873
CD8A,GATA3,745
CD8A,CD8B,999
CD8A,IL2RB,922
CD8A,CXCL11,800
CD8A,CCL4,889
CD8A,CD5,963
CD8A,XCL1,786
CD8A,CTSW,730
CD8A,CD200,702
CD8A,KLRC2,705
CD8A,CD160,890
CD8A,ITGA4,835
CD8A,TRAT1,948
CD8A,HLA-DQB1,724
CD8A,IDO1,813
CD8A,MYC,756
CD8A,PTPN22,910
CD8A,GZMA,964
CD8A,CXCR3,910
CD8A,BCL2,831
CD8A,IL2,971
CD8A,TNFRSF9,890
CD8A,TNFSF13B,776
CD8A,CX3CR1,703
CD8A,PDCD1,938
CD8A,KLRB1,891
CD8A,CD40LG,907
CD8A,CD7,839
CD8A,TNF,958
CD8A,IL1B,922
CD8A,CD69,938
CD8A,CTLA4,940
CD8A,CXCR6,868
CD8A,STAT1,836
CD8A,CD3E,995
CD8A,SH2D1A,750
MCFD2,LMAN1,999
CHN1,EPHA4,767
CHN1,NCK2,837
SETD2,HTT,972
SETD2,DPY30,703
SETD2,ZMYND11,707
SETD2,ATRX,762
SETD2,POLR2B,918
SETD2,POLR2C,936
SETD2,SUPT6H,889
SETD2,CHD1,845
SETD2,KDM5B,704
SLC39A10,SLC39A11,773
SLC39A10,SLC30A5,779
GPATCH11,RBM17,854
FHL2,LEF1,988
FHL2,SMAD3,764
RBM4,AGO2,978
RBM4,YTHDF2,767
RBM4,RBM10,830
RBM4,PTBP2,714
CWC22,RNF113A,999
CWC22,LSM6,908
CWC22,CCDC12,801
CWC22,CDC40,999
CWC22,TXNL4A,911
CWC22,LSM2,923
CWC22,WDR70,898
CWC22,SF3B3,994
CWC22,BCAS2,985
CWC22,UPF3B,906
CWC22,SNRNP48,721
CWC22,SRRT,855
CWC22,PPIG,895
CWC22,PPIE,983
IL18R1,KLRB1,708
IL18R1,IL1B,842
IL18R1,IL12RB2,786
IL18R1,IL2RA,701
IL18R1,IL7R,712
IL18R1,IL18RAP,999
IL18R1,ICOS,702
PWP1,IMP3,730
PWP1,NOP58,752
PWP1,MRTO4,902
PWP1,BYSL,891
PWP1,NGDN,840
PWP1,DIMT1,715
PWP1,MPHOSPH10,730
PWP1,LTV1,851
PWP1,NOL10,719
PWP1,DDX24,836
PWP1,BRIX1,925
PWP1,UTP3,832
PWP1,WDR36,904
PWP1,TWISTNB,732
PWP1,WDR74,760
PWP1,CEBPZ,907
BRDT,DEFB1,930
WDR73,EED,735
OAS1,XAF1,887
OAS1,MX1,985
OAS1,STAT1,966
OAS1,IFI44L,955
OAS1,IRF9,944
OAS1,MX2,918
OAS1,CMPK2,776
OAS1,CXCL10,730
OAS1,ISG15,983
OAS1,IFI44,961
OAS1,IFITM1,863
OAS1,IFNB1,749
OAS1,IFI27,937
OAS1,ISG20,767
OAS1,RSAD2,967
OAS1,IFIT1,960
OAS1,IFITM3,812
OAS1,IFIT3,947
OAS1,STAT2,880
EOMES,GZMA,814
EOMES,LEF1,787
EOMES,KLRD1,756
EOMES,CD27,722
EOMES,GATA3,836
EOMES,IL2RB,783
EOMES,SMAD3,871
EOMES,IFNG,786
EOMES,CD8A,920
EOMES,SATB2,713
EOMES,STAT4,736
EOMES,PRF1,839
EOMES,GZMH,776
EOMES,IL7R,754
EOMES,LAG3,703
EOMES,KLRG1,858
EOMES,TIGIT,713
EOMES,GZMK,900
EOMES,SNAI1,821
EOMES,KLF2,709
EOMES,GZMB,843
EOMES,MIXL1,894
RBM17,SF3B3,761
RBM17,ATXN1L,703
RBM17,GPATCH11,854
RBM17,DDX42,714
RBM17,ATXN1,975
SLC25A12,TIMM9,733
ZNF683,GZMH,866
ZNF683,CD8A,709
RPL39L,MRTO4,858
RPL39L,IMP3,710
RPL39L,RPS18,978
RPL39L,TEX10,708
RPL39L,RPS4X,930
RPL39L,EIF5A2,767
RPL39L,CD74,931
RPL39L,RPS6,954
RPL39L,RPL3,936
RPL39L,EIF5B,842
RPL39L,EIF5A,746
TLR6,FSTL1,916
TLR6,IL6,863
TLR6,TNF,756
TLR6,IRAK4,723
NT5C3B,DGUOK,914
NT5C3B,AK3,901
NT5C3B,ADA,922
NT5C3B,ADK,918
NT5C3B,ATIC,906
NT5C3B,CMPK2,904
NT5C3B,DUT,903
NT5C3B,UPP1,900
TMEM67,AHI1,993
TMEM67,BBS4,734
TMEM67,BBS7,724
TMEM67,OFD1,811
TMEM67,WDPCP,761
TMEM67,CCDC28B,754
TMEM67,SYNE2,933
TMEM67,BBS1,801
TMEM67,TMEM231,993
TMEM67,IFT88,704
TMEM67,TCTN1,994
SLC4A7,CA2,793
SLC4A7,COX11,706
SCFD1,TRAPPC2,775
SCFD1,COG3,761
SCFD1,LMAN1,701
SCFD1,STX17,724
SCFD1,NAPG,798
SCFD1,STX18,998
B3GALT4,RPS18,798
ATP6AP1L,ATP6V1H,941
ATP6AP1L,ATP6V1G2,838
ATP6AP1L,ATP6V0A4,788
CCDC173,ENKUR,828
CCDC173,EFHC1,829
CHD7,PROK2,870
CHD7,CHD1,727
CHD7,CHD8,957
STRAP,DDX20,997
STRAP,NME1,897
TRAPPC2,SCFD1,775
TRAPPC2,TRAPPC13,983
CLGN,HSPA5,809
CLGN,HSP90B1,841
RPS18,POLR2B,940
RPS18,PNO1,936
RPS18,RPS4X,999
RPS18,KCNG1,711
RPS18,POLR2C,981
RPS18,EIF5A2,962
RPS18,CD74,982
RPS18,UBL4A,757
RPS18,RPS6,999
RPS18,EIF3B,986
RPS18,DIMT1,935
RPS18,METAP1,801
RPS18,MRPS6,999
RPS18,MRPL17,999
RPS18,MRTO4,984
RPS18,NOP58,981
RPS18,IMP3,996
RPS18,ISG15,844
RPS18,NGDN,977
RPS18,BYSL,992
RPS18,MRPL49,836
RPS18,B3GALT4,798
RPS18,MRPS16,998
RPS18,MRPL1,972
RPS18,UTP3,977
RPS18,SOD2,723
RPS18,EIF5A,993
RPS18,WDR36,976
RPS18,IFRD2,760
RPS18,GSPT1,928
RPS18,HBA1,914
RPS18,NOL10,976
RPS18,RPL3,999
RPS18,EIF5B,987
RPS18,MCTS1,809
RPS18,LYAR,824
RPS18,LTV1,971
RPS18,MPHOSPH10,976
RPS18,MRPL34,877
RPS18,DENR,962
RPS18,EIF3J,953
RPS18,POLR3A,907
RPS18,SRP54,959
RPS18,ZC3H15,758
RPS18,RPL39L,978
RPS18,HBA2,912
RPS18,HMGN2,940
RPS18,NCBP2,849
IFT27,BBS1,807
IFT27,TRAF3IP1,998
IFT27,IFT88,999
IFT27,BBS7,702
IFT27,LZTFL1,752
SLC4A4,CA2,893
HLA-DPA1,B2M,796
HLA-DPA1,CD3E,716
HLA-DPA1,HLA-DRB5,910
HLA-DPA1,HLA-DOB,947
HLA-DPA1,HLA-DMB,997
HLA-DPA1,PTPN22,766
HLA-DPA1,CD247,947
HLA-DPA1,HLA-DQB1,915
HLA-DPA1,HLA-DPB1,999
HLA-DPA1,CD74,993
HLA-DPA1,HLA-DRA,999
HLA-DPA1,CD3G,761
HLA-DPA1,HLA-DRB1,979
HLA-DPA1,HLA-DQA1,872
HLA-DPA1,LAG3,712
HLA-DPA1,HLA-DMA,999
SESN1,GADD45G,746
SESN1,SESN3,938
SESN1,GADD45A,700
SLA,SLMAP,903
SLA,NLRP2,853
GDI1,RAB39B,952
GDI1,RAB14,875
JMJD6,SRSF11,739
MORF4L2,RUVBL1,966
MORF4L2,ING3,983
MORF4L2,YEATS4,992
MORF4L2,ATF2,744
MORF4L2,RBBP7,894
MORF4L2,ACTB,877
MORF4L2,MRGBP,999
MORF4L2,KAT6B,718
OPRM1,GNG3,704
OPRM1,GPRASP1,778
OPRM1,GNAS,920
OPRM1,GNG2,935
OPRM1,GNG7,799
OPRM1,GRK4,921
OPRM1,PNOC,915
OPRM1,ADRB2,743
OPRM1,CRHR1,733
CLK1,CLK2,792
CLK1,NKTR,788
CLK1,CLK4,959
CLK1,SRSF1,930
CLK1,SRSF2,826
CLK1,CYCS,809
KLHL24,ENC1,743
KLHL24,KLHL20,753
KLHL24,KBTBD7,742
KLHL24,KLHL42,728
CD70,ICOS,903
CD70,CD27,999
CD70,TNFRSF4,994
CD70,TNFRSF9,986
CD70,TNFRSF18,817
CD70,CTLA4,744
CD70,TNFSF9,933
CD70,TNFSF4,843
CD70,TNFSF14,705
CD70,TNFRSF17,721
CD70,CD40LG,964
CD70,TNF,747
CXCR6,CCL2,885
CXCR6,CCL3,934
CXCR6,IL2RB,715
CXCR6,CXCL11,886
CXCR6,CCL4,881
CXCR6,XCL1,844
CXCR6,CXCL9,984
CXCR6,CXCL2,776
CXCR6,CCL22,840
CXCR6,CXCL10,969
CXCR6,CXCL16,999
CXCR6,KLRB1,729
CXCR6,CXCL5,793
CXCR6,CD69,784
CXCR6,CTLA4,769
CXCR6,JAK2,708
CXCR6,CCL7,819
CXCR6,PF4,755
CXCR6,GZMA,856
CXCR6,CXCR3,927
CXCR6,CXCL3,764
CXCR6,PPBP,839
CXCR6,CCL20,956
CXCR6,FASLG,776
CXCR6,IL7R,742
CXCR6,GZMK,776
CXCR6,XCL2,803
CXCR6,CCL28,740
CXCR6,CCL3L1,800
CXCR6,CCL13,761
CXCR6,CCL8,782
CXCR6,CCL5,955
CXCR6,CXCL1,871
CXCR6,CCL18,776
CXCR6,IFNG,712
CXCR6,CCL19,904
CXCR6,CCL26,802
CXCR6,CXCL13,906
CXCR6,CCL15,813
CXCR6,CD8A,868
RAPGEF3,PDE4D,910
RAPGEF3,RAP2A,894
RAPGEF3,ADRB2,756
RAPGEF3,AKAP5,742
RAPGEF3,PRKACB,984
NSD1,PSIP1,748
SCN1B,GPD1L,896
SCN1B,PRKACB,906
SCN1B,RANGRF,726
SCN1B,CACNB2,828
SCN1B,KCND3,885
PERP,DSP,844
TSC22D1,LDLRAD4,720
TSC22D1,TSC22D3,816
SP140L,SP140,903
E2F5,LIN37,934
E2F5,CCND1,806
E2F5,CCNE1,808
E2F5,SMAD3,996
E2F5,CDK6,807
E2F5,MYC,822
E2F5,CDK4,756
E2F5,TFDP2,993
E2F5,MYBL2,848
GSPT1,RPL3,928
GSPT1,RPS18,928
GSPT1,UPF1,994
GSPT1,CRBN,990
GSPT1,RPS6,927
GSPT1,DDB1,920
GSPT1,RPS4X,920
KDM8,BLM,719
KDM8,RPS6,905
PRF1,IL2RB,913
PRF1,TBX21,872
PRF1,KLRD1,951
PRF1,NCR3,927
PRF1,EOMES,839
PRF1,CD27,767
PRF1,TNF,808
PRF1,PDCD1,700
PRF1,KLRB1,769
PRF1,CD69,799
PRF1,CTLA4,850
PRF1,CD160,709
PRF1,KLRC2,740
PRF1,CTSW,762
PRF1,IL2,899
PRF1,CXCR3,737
PRF1,GZMA,998
PRF1,KIR2DL3,794
PRF1,GZMB,999
PRF1,FASLG,992
PRF1,KIR3DL1,748
PRF1,IL2RA,733
PRF1,IL7R,713
PRF1,GZMH,935
PRF1,TNFSF10,776
PRF1,KLRF1,734
PRF1,TIGIT,705
PRF1,FCGR3B,889
PRF1,KLRG1,757
PRF1,LAG3,816
PRF1,GZMK,893
PRF1,LCK,750
PRF1,KLRC1,785
PRF1,B3GAT1,749
PRF1,CD2,838
PRF1,FCGR3A,891
PRF1,IFNG,950
PRF1,KIR2DL1,768
PRF1,CCL5,805
PRF1,NKG7,933
PRF1,NCR1,907
PRF1,GNLY,999
PRF1,CD8A,987
PRF1,RAB27A,752
PRF1,CD247,896
TAMM41,PGS1,736
TNF,CCL7,808
TNF,AIF1,846
TNF,ACTB,847
TNF,CASP3,939
TNF,BCL2,885
TNF,CXCR3,817
TNF,TNFRSF9,816
TNF,IL2,957
TNF,TNFSF13B,894
TNF,IRAK4,775
TNF,ITGA4,754
TNF,PF4,714
TNF,IDO1,758
TNF,MYC,702
TNF,IRF8,745
TNF,PARP1,735
TNF,ERAP1,728
TNF,CD40LG,942
TNF,TNFRSF13B,817
TNF,CXCL5,717
TNF,IL1B,998
TNF,HSPA1B,773
TNF,ADRB2,718
TNF,PDCD1,700
TNF,TLR6,756
TNF,JAK2,801
TNF,STAT1,875
TNF,CTLA4,873
TNF,CD69,829
TNF,TNFSF9,839
TNF,CD83,923
TNF,NR3C1,745
TNF,CXCL2,928
TNF,EGF,793
TNF,CXCL9,815
TNF,IL16,790
TNF,NCR3,718
TNF,IL6,994
TNF,EDN1,732
TNF,APOE,806
TNF,STAT3,939
TNF,CD27,725
TNF,CYCS,810
TNF,CXCL10,966
TNF,JUN,989
TNF,HLA-DRB1,842
TNF,CCL22,811
TNF,CCL3,988
TNF,CCL2,978
TNF,LTA,984
TNF,AGO2,709
TNF,TAB1,998
TNF,IL1R2,799
TNF,SOCS3,800
TNF,STX1A,748
TNF,TBX21,838
TNF,CXCL11,705
TNF,CCL4,967
TNF,CASP8,999
TNF,CD5,728
TNF,CCL19,836
TNF,CSF2,970
TNF,IFNG,991
TNF,FCGR3A,872
TNF,MIB2,896
TNF,CCL5,960
TNF,CXCL1,955
TNF,FOS,728
TNF,TNFRSF18,749
TNF,CD8A,958
TNF,TBKBP1,996
TNF,TNFRSF10A,997
TNF,MAP2K1,702
TNF,RETNLB,793
TNF,IFNB1,919
TNF,SLC2A1,816
TNF,CCL3L1,885
TNF,TYROBP,700
TNF,STAT4,734
TNF,PRF1,808
TNF,TIMP1,727
TNF,MMP9,930
TNF,TNFSF4,754
TNF,TLR9,896
TNF,IRF1,751
TNF,CD70,747
TNF,CD19,788
TNF,OSM,718
TNF,REL,899
TNF,IL7R,717
TNF,KRAS,717
TNF,TNFSF10,946
TNF,JAK1,828
TNF,HMOX1,792
TNF,FCGR3B,873
TNF,TNFRSF25,987
TNF,ICOS,860
TNF,IL32,712
TNF,GZMB,870
TNF,IL1RN,844
TNF,FASLG,984
TNF,TNFRSF4,797
TNF,BIRC3,964
TNF,CCL20,931
TNF,IL2RA,876
PHF21A,XPC,915
PHF21A,SWSAP1,900
PHF21A,ERCC4,915
PHF21A,RAD23B,908
PHF21A,POLD1,919
HLA-DMB,HLA-DQB1,928
HLA-DMB,HLA-DPB1,988
HLA-DMB,CD74,982
HLA-DMB,HLA-DRB1,997
HLA-DMB,HLA-DQA1,902
HLA-DMB,HLA-DMA,999
HLA-DMB,HLA-DPA1,997
HLA-DMB,B2M,785
HLA-DMB,HLA-DRB5,880
HLA-DMB,HLA-DOB,998
HLA-DMB,CD247,919
HLA-DMB,HLA-DRA,999
PRNP,HSPA5,954
PRNP,FYN,990
PRNP,HTT,840
PRNP,APOE,717
PRNP,SNCA,984
PRNP,HSPD1,814
DDOST,EMC2,713
DDOST,STT3B,999
DDOST,LGALS3,772
DDOST,MLEC,984
DDOST,HSP90B1,723
DDOST,HSPA5,721
SATB1,FOXP1,731
SATB1,SATB2,810
PLAC8,C12orf57,769
SATB2,EOMES,713
SATB2,FOXP1,729
SATB2,SATB1,810
RANBP1,KPNA2,810
RANBP1,RANGRF,942
RANBP1,NUP54,715
SERPINB2,STAT4,762
SERPINB2,PLAUR,938
ACSF2,TSTD3,765
ACSF2,SOD2,791
ACSF2,NDUFAB1,711
ACSF2,MRPL17,933
IFRD2,RPS18,760
IFRD2,RPS6,759
TREML1,GP9,822
TREML1,ITGA2B,832
